id,toxic,severe_toxic,obscene,threat,insult,identity_hate
f01dde67407370e6,0,0,0,0,0,0
f01e8ab768d88c57,1,0,1,0,1,0
f01f5db5ea342c16,0,0,0,0,0,0
f02014ee127224e5,0,0,0,0,0,0
f020376001f5d56a,0,0,0,0,0,0
f0206722c15372a4,0,0,0,0,0,0
f0207329bf32d6cf,0,0,0,0,0,0
f0219ab15372ee65,0,0,0,0,0,0
f021cede87943152,0,0,0,0,0,0
f02236f3bc320f60,0,0,0,0,0,0
f0246dada56918c2,0,0,0,0,0,0
f02648b89b79fb9a,0,0,0,0,0,0
f02781a04daa549e,0,0,0,0,0,0
f027c0d155ac2dc5,0,0,0,0,0,0
f02b459f58c6e802,0,0,0,0,0,0
f02c015ba7a215db,0,0,0,0,0,0
f02c0ca1eac74c1a,1,0,0,0,0,0
f02c28b75d41260a,0,0,0,0,0,0
f02c8ccaceec7d74,0,0,0,0,0,0
f02d1d8271d1bd00,0,0,0,0,0,0
f02d5ad5e882f600,0,0,0,0,0,0
f02e2c747853bfb7,0,0,0,0,0,0
f02f175d316c14ed,0,0,0,0,0,0
f0359daade6a1e58,0,0,0,0,0,0
f036b8999f424f26,0,0,0,0,0,0
f03b236712aac2e7,1,0,1,0,0,0
f03cd4f883984419,0,0,0,0,0,0
f03d77716a975044,0,0,0,0,0,0
f03e5001e1f00180,0,0,0,0,0,0
f0421591944db98a,0,0,0,0,0,0
f044fac667c7a79b,0,0,0,0,0,0
f045ce9383c9a5a9,0,0,0,0,0,0
f0471a02cacd9d6d,0,0,0,0,0,0
f0471c16cacb538c,0,0,0,0,0,0
f0473a7893f4d5f3,0,0,0,0,0,0
f0488e17943e3864,0,0,0,0,0,0
f048e261288550c6,0,0,0,0,0,0
f04a48bbb7128619,0,0,0,0,0,0
f04a6fcd9e3adc55,0,0,0,0,0,0
f04a7d69a71df942,0,0,0,0,0,0
f04bab5f56088531,0,0,0,0,0,0
